empresa_locacao, modelo_carro, quilometragem, ano, preco
Movida,NISSAN MARCH 1.0 S 12V FLEX 4P MANUAL,36.796,2018,R$ 36.430
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,34.334,2018,R$ 33.900
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,35.043,2018,R$ 34.690
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,44.152,2018,R$ 35.390
Movida,RENAULT SANDERO 1.6 EXPRESSION 8V FLEX 4P MANUAL,36.409,2017,R$ 35.130
Movida,RENAULT LOGAN 1.6 16V SCE FLEX EXPRESSION MANUAL,34.84,2017,R$ 40.130
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,38.946,2018,R$ 36.230
Movida,RENAULT LOGAN 1.0 12V SCE FLEX EXPRESSION MANUAL,42.482,2018,R$ 38.430
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,40.068,2018,R$ 38.330
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,33.382,2017,R$ 36.230
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,32.175,2018,R$ 39.130
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,37.42,2018,R$ 40.330
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,41.474,2018,R$ 40.190
Movida,HYUNDAI HB20S 1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,31.637,2017,R$ 53.660
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,40.318,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,42.865,2018,R$ 33.900
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,32.388,2018,R$ 35.430
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,18.206,2018,R$ 36.160
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,38.402,2018,R$ 34.690
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,35.617,2018,R$ 34.690
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,50.65,2018,R$ 35.130
Movida,RENAULT LOGAN 1.0 EXPRESSION 16V FLEX 4P MANUAL,41.327,2017,R$ 34.260
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,36.662,2018,R$ 38.330
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,38.901,2018,R$ 38.330
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,48.645,2018,R$ 39.760
Movida,MERCEDES-BENZ C 180 1.6 CGI AVANTGARDE 16V TURBO GASOLINA 4P AUTOMATICO,35.517,2017,R$ 128.660
Movida,NISSAN SENTRA 2.0 SV 16V FLEX 4P AUTOMATICO,34.13,2017,R$ 72.690
Movida,NISSAN KICKS 1.6 16V FLEXSTART SL 4P XTRONIC,41.215,2017,R$ 77.460
Movida,HYUNDAI HB20S 1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,42.502,2018,R$ 54.530
Movida,RENAULT SANDERO 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,39.24,2018,R$ 34.790
Movida,RENAULT SANDERO 1.6 EXPRESSION 8V FLEX 4P MANUAL,28.97,2017,R$ 35.830
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,33.232,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,31.953,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,40.32,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,45.704,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,45.486,2018,R$ 33.900
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,45.65,2018,R$ 35.130
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,41.832,2018,R$ 34.690
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,45.715,2018,R$ 35.130
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,30.106,2018,R$ 39.130
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,31.89,2018,R$ 39.130
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,38.88,2018,R$ 38.330
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,51.482,2017,R$ 37.590
Movida,HYUNDAI HB20 1.6 COMFORT PLUS 16V FLEX 4P MANUAL,53.786,2017,R$ 43.260
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,33.845,2018,R$ 41.130
Movida,HYUNDAI HB20S 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,44.425,2018,R$ 44.290
Movida,FIAT DOBLO 1.8 MPI ESSENCE 16V FLEX 4P MANUAL,60.028,2017,R$ 61.130
Movida,NISSAN SENTRA 2.0 SV 16V FLEX 4P AUTOMATICO,39.372,2018,R$ 75.330
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,44.535,2018,R$ 40.330
Movida,RENAULT SANDERO 1.6 EXPRESSION 8V FLEX 4P MANUAL,36.394,2017,R$ 35.130
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,48.427,2018,R$ 35.860
Movida,FIAT UNO 1.0 FIREFLY FLEX ATTRACTIVE 4P MANUAL,53.623,2017,R$ 30.930
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,36.19,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,33.52,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,38.105,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,36.048,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,45.343,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,32.341,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,38.216,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,39.299,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,38.925,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,38.03,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,39.858,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,39.136,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,34.112,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,35.99,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,38.652,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,34.239,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,44.367,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,44.507,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,37.578,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,45.679,2018,R$ 33.900
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,33.999,2018,R$ 35.430
Movida,RENAULT SANDERO 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,39.543,2018,R$ 34.790
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,39.839,2018,R$ 35.390
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,30.833,2018,R$ 35.430
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,37.056,2018,R$ 34.690
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,35.345,2018,R$ 34.690
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,36.926,2018,R$ 34.690
Movida,FIAT MOBI 1.0 EVO FLEX LIKE. MANUAL,35.258,2017,R$ 31.130
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,51.891,2018,R$ 34.330
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,33.912,2018,R$ 36.130
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,38.318,2018,R$ 35.390
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,41.49,2018,R$ 35.390
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,46.112,2018,R$ 35.130
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,31.667,2018,R$ 36.130
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,37.31,2018,R$ 35.390
Movida,RENAULT SANDERO 1.6 16V SCE FLEX EXPRESSION MANUAL,50.393,2018,R$ 40.130
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,34.368,2018,R$ 36.130
Movida,RENAULT SANDERO 1.6 16V SCE FLEX EXPRESSION MANUAL,36.927,2018,R$ 40.530
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,34.316,2018,R$ 36.130
Movida,HYUNDAI HB20S 1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,36.049,2018,R$ 54.530
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,42.159,2018,R$ 36.230
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,36.088,2018,R$ 36.230
Movida,RENAULT LOGAN 1.6 EXPRESSION 8V FLEX 4P AUTOMATIZADO,90.278,2016,R$ 38.160
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,45.676,2018,R$ 35.860
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,31.419,2018,R$ 36.990
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,38.768,2018,R$ 36.230
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,33.002,2018,R$ 36.990
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,31.005,2018,R$ 36.990
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,39.96,2018,R$ 36.230
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,34.786,2018,R$ 36.990
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,39.651,2018,R$ 36.230
Movida,RENAULT LOGAN 1.0 12V SCE FLEX EXPRESSION MANUAL,36.51,2018,R$ 38.430
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,30.744,2018,R$ 36.990
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,44.158,2018,R$ 36.230
Movida,RENAULT LOGAN 1.0 12V SCE FLEX EXPRESSION MANUAL,36.51,2018,R$ 38.430
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,40.167,2018,R$ 36.230
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,37.993,2018,R$ 38.330
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,37.911,2018,R$ 38.330
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,108.677,2017,R$ 36.230
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,37.631,2018,R$ 38.330
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,31.519,2018,R$ 39.130
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,34.438,2018,R$ 39.130
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,31.85,2018,R$ 39.130
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,39.5,2017,R$ 37.390
Movida,RENAULT DUSTER 1.6 DAKAR 4X2 16V FLEX 4P MANUAL,74.341,2016,R$ 50.190
Movida,RENAULT DUSTER 1.6 16V SCE FLEX EXPRESSION MANUAL,36.684,2018,R$ 55.860
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,37.3,2018,R$ 40.190
Movida,RENAULT DUSTER 1.6 16V SCE FLEX EXPRESSION MANUAL,46.183,2018,R$ 55.290
Movida,RENAULT DUSTER 1.6 16V SCE FLEX EXPRESSION MANUAL,31,2018,R$ 57.130
Movida,RENAULT DUSTER 1.6 16V SCE FLEX EXPRESSION MANUAL,48,2017,R$ 51.460
Movida,CHEVROLET ONIX 1.0 MPFI JOY 8V FLEX 4P MANUAL,39.713,2017,R$ 34.990
Movida,RENAULT DUSTER 1.6 16V SCE FLEX EXPRESSION MANUAL,35.816,2018,R$ 55.860
Movida,HYUNDAI HB20S 1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,45.5,2016,R$ 49.260
Movida,RENAULT DUSTER 2.0 DYNAMIQUE 4X2 16V FLEX 4P AUTOMATICO,43.1,2017,R$ 61.760
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,30.887,2018,R$ 41.130
Movida,HYUNDAI HB20S 1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,36.499,2017,R$ 52.560
Movida,HYUNDAI HB20 1.6 COMFORT PLUS 16V FLEX 4P MANUAL,38.957,2018,R$ 45.460
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,40.593,2018,R$ 40.330
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,33.13,2018,R$ 41.190
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,46.31,2018,R$ 39.930
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,42.135,2018,R$ 40.330
Movida,HYUNDAI HB20S 1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,28.66,2018,R$ 55.660
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,31.676,2018,R$ 41.130
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,34.091,2018,R$ 41.130
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,36.202,2018,R$ 40.190
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,34.158,2018,R$ 41.130
Movida,HYUNDAI HB20S 1.6 COMFORT PLUS 16V FLEX 4P MANUAL,63.384,2017,R$ 46.890
Movida,FORD FOCUS 2.0 S SEDAN 16V FLEX 4P POWERSHIFT,60.688,2015,R$ 53.130
Movida,HYUNDAI HB20S 1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,25.715,2018,R$ 55.660
Movida,HYUNDAI HB20S 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,31.404,2018,R$ 45.230
Movida,HYUNDAI HB20S 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,38.974,2018,R$ 44.290
Movida,CHEVROLET ONIX 1.0 MPFI JOY 8V FLEX 4P MANUAL,37.821,2017,R$ 34.990
Movida,HYUNDAI HB20S 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,39.307,2018,R$ 44.290
Movida,TOYOTA ETIOS 1.3 X 16V FLEX 4P MANUAL,33.174,2018,R$ 41.590
Movida,TOYOTA ETIOS 1.3 X 16V FLEX 4P MANUAL,36.709,2018,R$ 40.730
Movida,TOYOTA ETIOS 1.3 X 16V FLEX 4P MANUAL,45.073,2018,R$ 40.330
Movida,TOYOTA ETIOS 1.3 X 16V FLEX 4P MANUAL,55.001,2018,R$ 40.330
Movida,RENAULT FLUENCE 2.0 DYNAMIQUE PLUS 16V FLEX 4P AUTOMATICO,24.314,2016,R$ 56.660
Movida,MERCEDES-BENZ C 180 1.6 CGI AVANTGARDE 16V TURBO GASOLINA 4P AUTOMATICO,27.99,2017,R$ 131.360
Movida,CHEVROLET ONIX 1.0 MPFI JOY 8V FLEX 4P MANUAL,37.163,2018,R$ 36.190
Movida,CHEVROLET ONIX 1.0 MPFI JOY 8V FLEX 4P MANUAL,44.003,2018,R$ 36.190
Movida,CHEVROLET ONIX 1.0 MPFI JOY 8V FLEX 4P MANUAL,40.269,2018,R$ 36.190
Movida,NISSAN KICKS 1.6 16V FLEXSTART SV 4P XTRONIC,35.337,2018,R$ 80.860
Movida,CHEVROLET PRISMA 1.0 MPFI JOY 8V FLEX 4P MANUAL,39.315,2018,R$ 39.890
Movida,NISSAN SENTRA 2.0 SV 16V FLEX 4P AUTOMATICO,30.5,2018,R$ 76.930
Movida,MERCEDES-BENZ VITO 2.0 CGI FLEX TOURER 119 CONFORT 9L MANUAL,61.226,2016,R$ 87.330
Movida,NISSAN KICKS 1.6 16V FLEXSTART SL 4P XTRONIC,30.036,2017,R$ 79.130
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,35.54,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,30.392,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,49.823,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,40.534,2018,R$ 33.900
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,43.66,2018,R$ 34.690
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,35.05,2018,R$ 34.690
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,42.813,2018,R$ 34.690
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,23.887,2018,R$ 36.160
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,41.432,2018,R$ 34.690
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,32.191,2018,R$ 35.430
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,22.969,2018,R$ 36.160
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,27.015,2018,R$ 35.430
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,23.588,2018,R$ 36.160
Movida,RENAULT SANDERO 1.6 EXPRESSION 8V FLEX 4P MANUAL,17.504,2017,R$ 36.560
Movida,RENAULT SANDERO 1.6 EXPRESSION 8V FLEX 4P MANUAL,20.008,2017,R$ 36.560
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,38.759,2018,R$ 35.390
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,45.407,2018,R$ 35.130
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,33,2018,R$ 36.130
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,42.455,2018,R$ 35.390
Movida,RENAULT SANDERO 1.6 EXPRESSION 8V FLEX 4P MANUAL,29.389,2017,R$ 35.830
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,31.199,2018,R$ 36.130
Movida,RENAULT LOGAN 1.0 12V SCE FLEX EXPRESSION MANUAL,38.393,2018,R$ 38.430
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,45.01,2018,R$ 35.860
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,49.03,2018,R$ 35.860
Movida,RENAULT LOGAN 1.0 12V SCE FLEX EXPRESSION MANUAL,43.984,2018,R$ 38.430
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,37.768,2018,R$ 36.230
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,36.67,2018,R$ 36.230
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,31.598,2017,R$ 36.230
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,51.002,2017,R$ 35.130
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,40.131,2018,R$ 38.330
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,32.746,2018,R$ 39.130
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,44.654,2018,R$ 38.330
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,33.65,2018,R$ 39.130
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,38.738,2016,R$ 35.530
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,34.486,2018,R$ 41.190
Movida,HYUNDAI HB20 1.6 COMFORT PLUS 16V FLEX 4P MANUAL,33.305,2018,R$ 46.430
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,40.742,2018,R$ 40.190
Movida,HYUNDAI HB20S 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,39.887,2018,R$ 44.290
Movida,TOYOTA ETIOS 1.3 X 16V FLEX 4P MANUAL,40.844,2018,R$ 40.730
Movida,TOYOTA ETIOS 1.3 X 16V FLEX 4P MANUAL,40.146,2018,R$ 40.730
Movida,FIAT DOBLO 1.8 MPI ESSENCE 16V FLEX 4P MANUAL,68.713,2017,R$ 61.130
Movida,NISSAN MARCH 1.0 S 12V FLEX 4P MANUAL,32.202,2018,R$ 37.160
Movida,RENAULT SANDERO 1.6 16V SCE FLEX EXPRESSION MANUAL,25.012,2018,R$ 41.390
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,33.974,2018,R$ 39.130
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,35.787,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,35.854,2018,R$ 33.900
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,40.922,2018,R$ 34.690
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,39.875,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,39.004,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,42.42,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX ATTRACTIVE 4P MANUAL,34.651,2017,R$ 31.890
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,42.5,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,39.524,2018,R$ 33.900
Movida,FIAT UNO 1.0 FIREFLY FLEX DRIVE 4P MANUAL,38.764,2018,R$ 33.900
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,51.236,2018,R$ 34.330
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,41.946,2018,R$ 35.390
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,36.158,2018,R$ 34.690
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,40.688,2018,R$ 35.390
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,42.379,2018,R$ 34.690
Movida,FIAT MOBI 1.0 FIREFLY FLEX DRIVE MANUAL,33.882,2018,R$ 35.430
Movida,RENAULT SANDERO 1.6 16V SCE FLEX EXPRESSION MANUAL,33.606,2018,R$ 41.390
Movida,RENAULT SANDERO 1.0 12V SCE FLEX EXPRESSION MANUAL,48.077,2018,R$ 35.130
Movida,RENAULT LOGAN 1.6 16V SCE FLEX EXPRESSION MANUAL,41.965,2018,R$ 41.430
Movida,RENAULT LOGAN 1.0 12V SCE FLEX AUTHENTIQUE MANUAL,40.381,2018,R$ 36.230
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,37.563,2018,R$ 38.330
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,34.328,2018,R$ 39.130
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,33.621,2018,R$ 39.130
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,32.234,2018,R$ 39.130
Movida,VOLKSWAGEN GOL 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,32.055,2018,R$ 39.130
Movida,RENAULT DUSTER 1.6 16V SCE FLEX EXPRESSION MANUAL,40.866,2017,R$ 51.990
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,37.461,2018,R$ 40.330
Movida,HYUNDAI HB20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,39.467,2018,R$ 40.330
Movida,HYUNDAI HB20S 1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,31.506,2018,R$ 55.660
Movida,RENAULT DUSTER 1.6 16V SCE FLEX EXPRESSION MANUAL,46.919,2018,R$ 55.290
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,54.001,2018,R$ 39.760
Movida,VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL,49.44,2018,R$ 39.760
Movida,MERCEDES-BENZ C 180 1.6 CGI AVANTGARDE 16V TURBO GASOLINA 4P AUTOMATICO,36.176,2016,R$ 115.530
Movida,CHEVROLET ONIX 1.0 MPFI JOY 8V FLEX 4P MANUAL,43.6,2018,R$ 36.190
Movida,MERCEDES-BENZ C 180 1.6 CGI AVANTGARDE 16V TURBO GASOLINA 4P AUTOMATICO,32.484,2016,R$ 117.960
Movida,NISSAN SENTRA 2.0 SV 16V FLEX 4P AUTOMATICO,55.463,2017,R$ 70.430
Movida,CHEVROLET PRISMA 1.0 MPFI JOY 8V FLEX 4P MANUAL,34.921,2018,R$ 40.730
